This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: March 2026
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
2014,10,15,2014.786300000000,1791.29,0.997000,13.0409,"in situ"
2014,11,15,2014.871230000000,1786.57,1.95400,12.0050,"in situ"
2014,12,15,2014.953420000000,1778.80,2.68200,9.56201,"in situ"
2015,1,15,2015.038360000000,1770.03,2.40700,8.74805,"in situ"
2015,2,15,2015.123290000000,1765.11,0.753000,9.57690,"in situ"
2015,3,15,2015.200000000000,1767.16,1.69500,9.91296,"in situ"
2015,4,15,2015.284930000000,1773.94,2.29100,9.48401,"in situ"
2015,5,15,2015.367120000000,1781.50,2.34200,9.29993,"in situ"
2015,6,15,2015.452050000000,1789.16,2.29200,9.29907,"in situ"
2015,7,15,2015.534250000000,1795.99,1.91000,8.94495,"in situ"
2015,8,15,2015.619180000000,1800.54,1.20900,8.69092,"in situ"
2015,9,15,2015.704110000000,1802.30,0.586000,8.46692,"in situ"
2015,10,15,2015.786300000000,1800.78,1.07000,6.87305,"in situ"
2015,11,15,2015.871230000000,1795.87,1.99700,6.20605,"in situ"
2015,12,15,2015.953420000000,1788.10,2.75600,7.15796,"in situ"
2016,1,15,2016.038250000000,1778.97,2.55800,6.38098,"in situ"
2016,2,15,2016.122950000000,1773.80,0.831000,4.79700,"in situ"
2016,3,15,2016.202190000000,1775.63,1.53200,4.75305,"in situ"
2016,4,15,2016.286890000000,1780.82,1.82700,4.71899,"in situ"
2016,5,15,2016.368850000000,1787.71,2.54200,3.04700,"in situ"
2016,6,15,2016.453550000000,1796.32,2.43600,1.40393,"in situ"
2016,7,15,2016.535520000000,1802.37,1.41900,1.64001,"in situ"
2016,8,15,2016.620220000000,1805.33,0.875000,2.28003,"in situ"
2016,9,15,2016.704920000000,1807.05,0.672000,1.73303,"in situ"
2016,10,15,2016.786890000000,1805.50,1.34000,2.78101,"in situ"
2016,11,15,2016.871580000000,1798.91,2.58900,5.57593,"in situ"
2016,12,15,2016.953550000000,1789.51,2.99400,6.77502,"in situ"
2017,1,15,2017.038360000000,1780.61,2.29500,7.80396,"in situ"
2017,2,15,2017.123290000000,1776.08,0.754000,9.35803,"in situ"
2017,3,15,2017.200000000000,1777.36,1.40600,9.52893,"in situ"
2017,4,15,2017.284930000000,1783.60,2.52200,9.55200,"in situ"
2017,5,15,2017.367120000000,1793.28,3.21200,10.7500,"in situ"
2017,6,15,2017.452050000000,1803.09,2.62200,11.8330,"in situ"
2017,7,15,2017.534250000000,1810.18,1.81400,12.1970,"in situ"
2017,8,15,2017.619180000000,1814.69,1.10000,12.4590,"in situ"
2017,9,15,2017.704110000000,1816.58,0.509000,12.9670,"in situ"
2017,10,15,2017.786300000000,1815.05,1.28400,13.6010,"in situ"
2017,11,15,2017.871230000000,1809.66,2.20700,13.0680,"in situ"
2017,12,15,2017.953420000000,1801.34,2.78900,11.6891,"in situ"
2018,1,15,2018.038360000000,1792.81,2.22900,10.9830,"in situ"
2018,2,15,2018.123290000000,1788.54,0.689000,11.1770,"in situ"
2018,3,15,2018.200000000000,1790.33,1.54700,11.5120,"in situ"
2018,4,15,2018.284930000000,1797.20,2.55800,11.1680,"in situ"
2018,5,15,2018.367120000000,1806.35,2.86700,10.1211,"in situ"
2018,6,15,2018.452050000000,1814.78,2.20900,9.17004,"in situ"
2018,7,15,2018.534250000000,1821.16,1.75500,8.73999,"in situ"
2018,8,15,2018.619180000000,1825.87,1.22900,8.54102,"in situ"
2018,9,15,2018.704110000000,1828.09,0.530000,7.65698,"in situ"
2018,10,15,2018.786300000000,1826.22,1.36600,5.73010,"in situ"
2018,11,15,2018.871230000000,1819.79,2.50400,4.00098,"in situ"
2018,12,15,2018.953420000000,1810.51,2.99900,3.92896,"in situ"
2019,1,15,2019.038360000000,1801.55,2.26400,4.79797,"in situ"
2019,2,15,2019.123290000000,1797.08,0.715000,5.08105,"in situ"
2019,3,15,2019.200000000000,1797.98,1.17200,4.87903,"in situ"
2019,4,15,2019.284930000000,1802.93,1.96200,5.27209,"in situ"
2019,5,15,2019.367120000000,1810.35,2.56500,6.12793,"in situ"
2019,6,15,2019.452050000000,1818.71,2.44800,6.34302,"in situ"
2019,7,15,2019.534250000000,1825.96,1.94400,5.96997,"in situ"
2019,8,15,2019.619180000000,1830.95,1.20000,5.78894,"in situ"
2019,9,15,2019.704110000000,1832.97,0.407000,6.39600,"in situ"
2019,10,15,2019.786300000000,1831.49,1.17200,6.57690,"in situ"
2019,11,15,2019.871230000000,1825.91,2.34300,6.64099,"in situ"
2019,12,15,2019.953420000000,1816.85,3.04000,7.61694,"in situ"
2020,1,15,2020.038250000000,1807.52,2.42100,8.47400,"in situ"
2020,2,15,2020.122950000000,1802.87,0.780000,8.76099,"in situ"
2020,3,15,2020.202190000000,1804.38,1.28600,9.46704,"in situ"
2020,4,15,2020.286890000000,1809.51,1.90000,10.4060,"in situ"
2020,5,15,2020.368850000000,1816.99,2.71600,11.4871,"in situ"
2020,6,15,2020.453550000000,1826.33,2.81900,12.5410,"in situ"
2020,7,15,2020.535520000000,1834.43,2.06000,12.7111,"in situ"
2020,8,15,2020.620220000000,1839.71,1.27100,13.2600,"in situ"
2020,9,15,2020.704920000000,1842.44,0.620000,15.5649,"in situ"
2020,10,15,2020.786890000000,1841.89,0.975000,17.6431,"in situ"
2020,11,15,2020.871580000000,1837.40,1.92300,17.5431,"in situ"
2020,12,15,2020.953550000000,1829.39,2.86600,17.2170,"in situ"
2021,1,15,2021.038360000000,1820.23,2.41300,17.5420,"in situ"
2021,2,15,2021.123290000000,1816.13,0.662000,17.6429,"in situ"
2021,3,15,2021.200000000000,1819.94,2.14300,17.8450,"in situ"
2021,4,15,2021.284930000000,1827.15,2.18100,18.2720,"in situ"
2021,5,15,2021.367120000000,1834.54,2.51900,18.3230,"in situ"
2021,6,15,2021.452050000000,1843.55,2.78500,18.3850,"in situ"
2021,7,15,2021.534250000000,1851.97,2.21200,19.3879,"in situ"
2021,8,15,2021.619180000000,1857.35,1.34000,19.6410,"in situ"
2021,9,15,2021.704110000000,1860.28,0.749000,17.7161,"in situ"
2021,10,15,2021.786300000000,1860.17,0.823000,17.3099,"in situ"
2021,11,15,2021.871230000000,1855.72,1.97300,18.8770,"in situ"
2021,12,15,2021.953420000000,1847.78,2.69200,17.9410,"in situ"
2022,1,15,2022.038360000000,1839.62,2.05400,16.5140,"in situ"
2022,2,15,2022.123290000000,1835.77,0.703000,17.2521,"in situ"
2022,3,15,2022.200000000000,1837.66,1.56800,17.3170,"in situ"
2022,4,15,2022.284930000000,1844.46,2.60100,16.5649,"in situ"
2022,5,15,2022.367120000000,1853.41,2.78100,16.4559,"in situ"
2022,6,15,2022.452050000000,1861.49,2.19700,16.8750,"in situ"
2022,7,15,2022.534250000000,1868.49,2.12100,16.0420,"in situ"
2022,8,15,2022.619180000000,1874.61,1.60700,14.9530,"in situ"
2022,9,15,2022.704110000000,1877.60,0.708000,15.5129,"in situ"
2022,10,15,2022.786300000000,1876.73,0.942000,15.2931,"in situ"
2022,11,15,2022.871230000000,1872.18,1.88700,13.7560,"in situ"
2022,12,15,2022.953420000000,1864.65,2.68300,13.0029,"in situ"
2023,1,15,2023.038360000000,1855.66,2.52600,12.5909,"in situ"
2023,2,15,2023.123290000000,1850.73,0.730000,11.8400,"in situ"
2023,3,15,2023.200000000000,1853.17,1.76100,11.1270,"in situ"
2023,4,15,2023.284930000000,1859.75,2.18100,10.9041,"in situ"
2023,5,15,2023.367120000000,1867.17,2.35000,11.1281,"in situ"
2023,6,15,2023.452050000000,1874.49,2.13300,10.0399,"in situ"
2023,7,15,2023.534250000000,1881.08,1.97700,8.27405,"in situ"
2023,8,15,2023.619180000000,1886.45,1.42900,6.36804,"in situ"
2023,9,15,2023.704110000000,1888.73,0.472000,4.21802,"in situ"
2023,10,15,2023.786300000000,1887.64,0.934000,3.68091,"in situ"
2023,11,15,2023.871230000000,1883.31,1.91900,4.21008,"in situ"
2023,12,15,2023.953420000000,1874.69,3.19800,4.46704,"in situ"
2024,1,15,2024.038250000000,1863.94,2.97300,3.97803,"in situ"
2024,2,15,2024.122950000000,1857.09,1.25600,3.39099,"in situ"
2024,3,15,2024.202190000000,1857.39,1.29600,4.20508,"in situ"
2024,4,15,2024.286890000000,1863.43,2.30900,5.45300,"in situ"
2024,5,15,2024.368850000000,1871.38,2.46200,6.14502,"in situ"
2024,6,15,2024.453550000000,1878.96,2.14800,7.01001,"in situ"
2024,7,15,2024.535520000000,1885.06,1.67200,7.93799,"in situ"
2024,8,15,2024.620220000000,1889.84,1.31200,8.81702,"in situ"
2024,9,15,2024.704920000000,1892.93,0.757000,10.1171,"in situ"
2024,10,15,2024.786890000000,1893.09,0.713000,10.1250,"in situ"
2024,11,15,2024.871580000000,1889.45,1.75100,8.62390,"in situ"
2024,12,15,2024.953550000000,1881.70,2.87000,8.43396,"in situ"
2025,1,15,2025.038360000000,1871.88,2.79200,9.94397,"in situ"
2025,2,15,2025.123290000000,1865.91,0.909000,10.0599,"in situ"
2025,3,15,2025.200000000000,1867.51,1.62700,8.31396,"in situ"
2025,4,15,2025.284930000000,1873.56,1.95000,6.75098,"in situ"
2025,5,15,2025.367120000000,1880.00,2.12600,5.34692,"in situ"
2025,6,15,2025.452050000000,1887.39,2.41400,3.90906,"in situ"
2025,7,15,2025.534250000000,1895.00,2.08500,3.62402,"in situ"
2025,8,15,2025.619180000000,1899.90,1.05600,4.62500,"in situ"
2025,9,15,2025.704110000000,1901.24,0.450000,NaN,"in situ"
2025,10,15,2025.786300000000,1899.84,1.03600,NaN,"in situ"
2025,11,15,2025.871230000000,1894.80,2.20800,NaN,"in situ"
2025,12,15,2025.953420000000,1885.61,3.21500,NaN,"in situ"
2026,1,15,2026.038360000000,1875.50,2.61900,NaN,"in situ"
2026,2,15,2026.123290000000,1870.54,0.739000,NaN,"in situ"
 
 ,
Terms of Use,
,
1. Terminology ,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"‘you/user’ means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as 'CSIRO Environment ",
and the Australian Bureau of Meteorology (Kennaook / Cape Grim Baseline Air ,
"Pollution Station)' and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, 'commercial purpose' means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
