This file contains the monthly mean baseline (background) nitrous oxide (N2O) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The N2O units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: March 2026
 
YYYY,MM,DD,DATE,N2O(ppb),SD(ppb),GR(ppm/yr),Source
2021,10,15,2021.786301000000,333.996,0.110000,1.59900,"flask"
2021,11,15,2021.871233000000,334.240,0.128600,1.26501,"flask"
2021,12,15,2021.953425000000,334.484,0.110000,1.50101,"flask"
2022,1,15,2022.038356000000,334.657,0.149100,1.48300,"flask"
2022,2,15,2022.123288000000,334.581,0.0888000,1.58502,"flask"
2022,3,15,2022.200000000000,334.579,0.0238000,1.63699,"flask"
2022,4,15,2022.284932000000,334.568,0.180600,1.25699,"flask"
2022,5,15,2022.367123000000,334.467,0.100100,1.13300,"flask"
2022,6,15,2022.452055000000,334.502,0.0797000,1.15100,"flask"
2022,7,15,2022.534247000000,334.734,0.117200,1.18597,"flask"
2022,8,15,2022.619178000000,335.028,0.0813000,1.34201,"flask"
2022,9,15,2022.704110000000,335.224,0.197700,1.22598,"flask"
2022,10,15,2022.786301000000,335.253,0.0471000,1.13901,"flask"
2022,11,15,2022.871233000000,335.373,0.115000,1.26999,"flask"
2022,12,15,2022.953425000000,335.635,0.178300,1.15198,"flask"
2023,1,15,2023.038356000000,335.843,0.0504000,1.01999,"flask"
2023,2,15,2023.123288000000,335.923,0.0335000,1.13199,"flask"
2023,3,15,2023.200000000000,335.805,0.127700,1.12201,"flask"
2023,4,15,2023.284932000000,335.707,0.113000,1.19101,"flask"
2023,5,15,2023.367123000000,335.737,0.161200,1.26401,"flask"
2023,6,15,2023.452055000000,335.654,0.139500,1.09299,"flask"
2023,7,15,2023.534247000000,335.754,0.119400,0.984009,"flask"
2023,8,15,2023.619178000000,336.160,0.193100,0.917999,"flask"
2023,9,15,2023.704110000000,336.346,0.0803000,0.975006,"flask"
2023,10,15,2023.786301000000,336.444,0.0952000,1.19199,"flask"
2023,11,15,2023.871233000000,336.637,0.139400,1.18701,"flask"
2023,12,15,2023.953425000000,336.728,0.0791000,1.13101,"flask"
2024,1,15,2024.038251000000,336.827,0.0311000,1.14600,"flask"
2024,2,15,2024.122951000000,336.841,0.0230000,0.962982,"flask"
2024,3,15,2024.202186000000,336.780,0.178500,0.864990,"flask"
2024,4,15,2024.286885000000,336.899,0.182900,0.872986,"flask"
2024,5,15,2024.368852000000,336.924,0.0404000,0.842010,"flask"
2024,6,15,2024.453552000000,336.785,0.0434000,0.915009,"flask"
2024,7,15,2024.535519000000,336.900,0.0963000,0.881012,"flask"
2024,8,15,2024.620219000000,337.123,0.128200,0.763000,"flask"
2024,9,15,2024.704918000000,337.211,0.127700,0.777008,"flask"
2024,10,15,2024.786885000000,337.317,0.0754000,0.637024,"flask"
2024,11,15,2024.871585000000,337.479,0.0492000,0.529999,"flask"
2024,12,15,2024.953552000000,337.643,0.0716000,0.722992,"flask"
2025,1,15,2025.038356000000,337.708,0.0971000,0.811005,"flask"
2025,2,15,2025.123288000000,337.604,0.147700,0.877014,"flask"
2025,3,15,2025.200000000000,337.557,0.0318000,1.03400,"flask"
2025,4,15,2025.284932000000,337.536,0.0448000,1.11002,"flask"
2025,5,15,2025.367123000000,337.454,0.234300,1.10599,"flask"
2025,6,15,2025.452055000000,337.508,0.0888000,1.03500,"flask"
2025,7,15,2025.534247000000,337.711,0.212400,1.02298,"flask"
2025,8,15,2025.619178000000,338.000,0.146800,NaN,"flask"
2025,9,15,2025.704110000000,338.245,0.138100,NaN,"flask"
2025,10,15,2025.786301000000,338.427,0.102700,NaN,"flask"
2025,11,15,2025.871233000000,338.585,0.0817000,NaN,"flask"
2025,12,15,2025.953425000000,338.678,0.149300,NaN,"flask"
2026,1,15,2026.038356000000,338.731,0.0818000,NaN,"flask"
 
 ,
Terms of Use,
,
1. Terminology ,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"‘you/user’ means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as 'CSIRO Environment ",
and the Australian Bureau of Meteorology (Kennaook / Cape Grim Baseline Air ,
"Pollution Station)' and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, 'commercial purpose' means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
